loan_id,user_id,amount,created_at,status
3012,454,109837,2024-10-28,closed
3013,1177,126385,2023-10-07,approved
3014,2667,181873,2024-12-20,approved
3015,2623,150657,2024-04-03,approved
3016,8463,93553,2024-12-13,closed
3017,124,88408,2023-09-21,approved
3018,8603,141818,2024-12-10,approved
3019,3981,140629,2025-01-19,closed
3020,3517,181627,2023-10-22,closed
3021,4467,33885,2024-01-03,closed
3022,4742,56463,2023-11-27,defaulted
3023,3153,180008,2024-06-23,approved
3024,5102,133836,2023-12-12,approved
3025,6470,134671,2024-09-05,closed
3026,504,136643,2023-08-21,approved
3027,7110,72599,2023-10-08,defaulted
3028,6801,157166,2023-10-27,closed
3029,5536,71843,2023-09-14,defaulted
3030,5201,89652,2025-03-20,approved
3031,2022,189743,2023-06-28,closed
3032,5681,81051,2024-09-09,closed
3033,5525,29605,2023-10-09,defaulted
3034,5458,140397,2025-04-29,defaulted
3035,1392,85224,2024-06-26,approved
3036,3692,54282,2024-04-03,closed
3037,7159,176920,2024-10-04,closed
3038,6843,100820,2023-07-10,approved
3039,1182,148399,2024-03-04,closed
3040,2159,58240,2024-01-03,approved
3041,4623,132376,2024-09-25,closed
3042,9782,88650,2025-02-07,defaulted
3043,3198,113621,2025-01-23,approved
3044,2547,121057,2024-05-30,approved
3045,3424,168306,2023-07-05,closed
3046,4270,192199,2024-05-03,closed
3047,8878,103638,2024-02-01,closed
3048,4470,199583,2024-03-03,closed
3049,5550,71521,2024-11-17,approved
3050,6436,126866,2023-11-02,defaulted
3051,3276,56908,2023-07-24,closed
3052,356,22231,2023-09-05,approved
3053,3224,166771,2023-10-01,approved
3054,3619,194784,2024-11-10,approved
3055,2256,146060,2023-12-26,approved
3056,1609,179009,2024-03-13,closed
3057,9055,187906,2024-07-06,closed
3058,823,62081,2024-08-15,defaulted
3059,3365,110139,2024-03-16,approved
3060,6203,41684,2023-08-29,approved
3061,2641,96754,2023-07-18,defaulted
3062,1563,68861,2024-03-03,closed
3063,6060,59740,2023-07-29,closed
3064,620,45375,2025-01-19,approved
3065,9296,199372,2025-02-06,approved
3066,5971,102719,2025-02-10,defaulted
3067,1972,93651,2023-07-28,approved
3068,9970,131151,2024-12-17,closed
3069,6787,131261,2023-10-16,approved
3070,1336,67864,2024-05-10,approved
3071,9575,92676,2025-04-16,closed
3072,2385,131594,2024-07-27,closed
3073,287,157765,2024-01-13,approved
3074,5359,54764,2024-05-03,closed
3075,9593,149432,2025-03-21,closed
3076,6540,74110,2024-05-22,closed
3077,8095,123380,2024-09-16,approved
3078,433,100125,2023-12-22,closed
3079,2568,185958,2024-05-22,defaulted
3080,8817,39550,2024-01-23,defaulted
3081,1329,188668,2024-05-25,approved
3082,5188,97187,2025-03-05,closed
3083,6649,96798,2025-02-02,defaulted
3084,9559,138805,2024-09-27,closed
3085,6271,128099,2024-08-21,approved
3086,3946,120545,2024-03-15,approved
3087,9018,103939,2023-11-19,approved
3088,2098,90907,2024-10-29,closed
3089,3057,23580,2024-04-13,closed
3090,3264,82764,2023-10-24,approved
3091,6994,67456,2023-07-31,closed
3092,9792,165110,2025-03-04,closed
3093,1664,59809,2025-01-22,closed
3094,6686,142711,2023-09-04,approved
3095,946,73022,2025-01-16,closed
3096,3961,162840,2025-01-29,approved
3097,2156,43971,2024-07-17,defaulted
3098,1566,128289,2023-07-13,approved
3099,9462,58381,2023-07-16,defaulted
3100,2775,44242,2024-11-28,defaulted
3101,7442,53742,2024-03-17,approved
3102,6515,67564,2025-02-24,approved
3103,3252,190257,2024-06-25,defaulted
3104,1877,110813,2024-01-17,closed
3105,6387,155841,2024-03-22,defaulted
3106,9696,38529,2024-12-16,closed
3107,4044,127575,2024-01-31,defaulted
3108,7671,74731,2024-08-03,approved
3109,1794,29127,2024-02-14,defaulted
3110,3949,133879,2024-03-31,closed
3111,6234,31935,2024-03-16,approved
3112,2714,118524,2024-11-08,closed
3113,5023,161966,2025-02-01,closed
3114,878,49588,2024-06-13,approved
3115,2920,107943,2023-10-14,defaulted
3116,9092,196681,2024-12-10,closed
3117,8248,57297,2024-12-31,closed
3118,2731,76180,2023-09-30,defaulted
3119,7212,153699,2025-02-28,closed
3120,3567,112581,2024-08-09,approved
3121,6561,35929,2024-01-23,approved
3122,8876,41930,2024-04-22,closed
3123,2940,77482,2023-09-13,approved
3124,2062,98191,2023-07-19,closed
3125,2827,51064,2025-04-10,closed
3126,7035,75837,2024-09-03,closed
3127,2218,134126,2024-04-24,defaulted
3128,5992,130727,2023-11-20,closed
3129,9685,178307,2023-10-15,closed
3130,2035,174057,2024-01-28,approved
3131,7789,158258,2024-04-21,approved
3132,7019,185872,2024-01-19,closed
3133,6727,46881,2025-03-17,approved
3134,877,196964,2024-09-21,defaulted
3135,4211,129458,2024-07-18,closed
3136,5079,116469,2024-05-02,approved
3137,1031,36889,2025-03-03,closed
3138,790,93648,2025-04-21,closed
3139,7831,50438,2025-01-29,closed
3140,1412,75965,2024-09-23,closed
3141,9816,142654,2025-02-26,approved
3142,22,75546,2023-08-31,closed
3143,8774,153407,2025-05-05,defaulted
3144,7068,83248,2024-02-29,approved
3145,187,47430,2024-01-29,approved
3146,4126,83678,2025-01-16,approved
3147,4142,38799,2024-10-15,closed
3148,4370,68322,2024-11-05,closed
3149,88,34820,2023-08-10,approved
3150,6169,79543,2025-05-19,approved
3151,6661,145258,2024-09-25,approved
3152,9396,94163,2023-09-10,closed
3153,9118,21469,2024-06-06,approved
3154,4686,40161,2024-09-12,approved
3155,5478,80717,2024-07-29,closed
3156,2752,85528,2024-01-28,approved
3157,5092,86082,2023-10-21,closed
3158,2382,60017,2023-12-01,approved
3159,7402,111058,2024-10-06,approved
3160,1189,140274,2023-09-17,defaulted
3161,5487,139600,2024-05-03,defaulted
3162,8884,49943,2023-10-10,approved
3163,3894,96977,2024-01-20,defaulted
3164,4436,128138,2023-12-12,closed
3165,170,27968,2024-02-11,closed
3166,7276,192574,2024-07-25,closed
3167,5865,177212,2023-07-10,approved
3168,7919,83128,2025-05-05,defaulted
3169,7250,76785,2024-04-07,approved
3170,6856,181237,2025-03-05,closed
3171,7340,76889,2025-03-16,approved
3172,4924,35819,2024-02-03,approved
3173,1432,179110,2024-01-13,approved
3174,6621,108336,2023-11-04,closed
3175,859,127585,2023-06-25,closed
3176,9752,196369,2025-03-07,approved
3177,5096,162511,2023-10-05,closed
3178,6644,76600,2024-05-22,approved
3179,9738,163984,2025-05-01,approved
3180,5560,114080,2023-12-30,closed
3181,1440,141375,2023-08-19,approved
3182,3317,175290,2024-06-30,defaulted
3183,6426,79754,2024-04-27,defaulted
3184,7581,55528,2024-12-28,closed
3185,5845,165062,2024-06-08,defaulted
3186,6542,96788,2025-02-26,defaulted
3187,3225,55384,2024-12-07,approved
3188,7277,64569,2024-12-08,closed
3189,3504,50112,2024-10-11,closed
3190,5522,77349,2023-07-30,approved
3191,7872,127264,2023-09-07,approved
3192,6903,142447,2024-05-15,closed
3193,936,115701,2025-02-15,defaulted
3194,680,40452,2024-12-01,defaulted
3195,8115,70218,2024-07-20,closed
3196,4430,92789,2023-12-18,closed
3197,7381,198391,2023-12-30,closed
3198,2804,84545,2024-02-09,approved
3199,4083,25239,2024-01-15,closed
3200,3006,55591,2024-08-26,approved
3201,5059,95765,2024-05-15,closed
3202,3045,163740,2024-02-24,closed
3203,6095,114409,2025-05-17,closed
3204,4356,41000,2024-02-18,approved
3205,3560,157272,2023-12-02,closed
3206,952,53996,2023-07-13,closed
3207,1294,90599,2025-02-28,defaulted
3208,313,108249,2024-01-06,approved
3209,4565,96463,2024-05-17,approved
3210,7892,180791,2024-08-26,closed
3211,5412,164584,2024-02-21,closed
3212,2465,175104,2024-03-06,closed
3213,1317,27042,2023-10-31,closed
3214,4558,71258,2024-02-11,closed
3215,7218,128457,2025-02-13,approved
3216,8308,151334,2024-03-08,closed
3217,9737,119973,2024-03-18,approved
3218,4768,124650,2024-09-23,approved
3219,5218,22590,2024-03-03,closed
3220,7093,102612,2024-02-23,approved
3221,8562,178923,2024-01-05,closed
3222,2590,115116,2024-04-06,closed
3223,2662,90309,2023-12-28,approved
3224,3616,109470,2024-02-27,defaulted
3225,1376,128847,2024-11-16,closed
3226,6874,67877,2025-04-28,closed
3227,5714,22878,2024-04-08,closed
3228,1016,51986,2024-04-16,defaulted
3229,4389,75995,2024-07-29,approved
3230,9991,123511,2024-04-05,approved
3231,6386,95854,2025-02-13,defaulted
3232,1959,74804,2024-07-29,closed
3233,1924,196540,2024-02-28,closed
3234,8643,118985,2024-08-18,closed
3235,6276,128214,2024-09-19,closed
3236,3684,198992,2024-04-06,approved
3237,9858,93380,2024-06-18,approved
3238,161,68551,2024-06-08,approved
3239,3865,121498,2025-03-21,defaulted
3240,3105,88569,2024-10-08,defaulted
3241,4425,112859,2024-06-16,defaulted
3242,6216,134375,2024-07-29,defaulted
3243,2787,88307,2024-02-15,approved
3244,4999,81931,2025-04-10,closed
3245,5699,121089,2025-04-26,approved
3246,66,127710,2024-09-12,approved
3247,7991,76319,2023-07-26,defaulted
3248,8077,145110,2025-04-27,approved
3249,6567,93793,2024-09-17,approved
3250,2290,148295,2024-05-12,closed
3251,7231,188043,2023-10-24,approved
3252,4603,162257,2024-04-20,closed
3253,6069,142078,2024-05-19,approved
3254,6364,55918,2024-08-07,closed
3255,1101,159679,2023-07-12,approved
3256,966,26158,2024-10-28,approved
3257,7424,189460,2024-12-03,closed
3258,6296,93590,2024-07-02,approved
3259,2446,62633,2025-04-30,approved
3260,9815,96397,2024-09-04,approved
3261,5723,152661,2025-01-31,approved
3262,7532,74505,2023-10-31,defaulted
3263,6774,64418,2024-08-08,closed
3264,4141,193667,2024-03-06,approved
3265,5009,176815,2025-01-10,closed
3266,9139,155460,2025-05-20,approved
3267,8822,35498,2024-08-05,approved
3268,4975,110646,2025-01-24,defaulted
3269,1187,61142,2023-12-16,closed
3270,3455,96541,2024-09-18,approved
3271,2658,103276,2025-02-03,approved
3272,4598,44742,2025-05-22,approved
3273,871,34148,2024-10-04,closed
3274,1732,38975,2024-02-03,approved
3275,1988,33209,2025-01-02,closed
3276,5475,143239,2025-05-18,closed
3277,3068,109998,2023-06-29,approved
3278,4579,42989,2023-06-27,approved
3279,1837,81201,2023-08-30,approved
3280,3165,145891,2024-05-01,approved
3281,342,171367,2024-12-18,approved
3282,1881,76275,2025-01-13,approved
3283,6197,131850,2025-02-26,closed
3284,9651,37012,2024-02-05,closed
3285,7751,189787,2024-05-23,closed
3286,9869,115147,2024-12-08,approved
3287,345,171841,2024-08-25,closed
3288,2289,68736,2024-08-11,approved
3289,6684,123397,2024-06-30,approved
3290,8592,21703,2025-01-14,closed
3291,1648,22056,2024-08-29,approved
3292,5707,163850,2024-04-26,closed
3293,6702,58479,2025-02-12,approved
3294,2458,78182,2024-03-21,closed
3295,40,142825,2023-07-27,approved
3296,6351,107910,2025-04-10,defaulted
3297,5655,195446,2024-04-22,defaulted
3298,7007,142405,2025-05-10,closed
3299,650,159589,2024-01-30,defaulted
3300,8216,45867,2024-02-19,approved
3301,689,129109,2025-02-10,closed
3302,2859,59735,2024-04-04,closed
3303,2168,89961,2025-03-29,closed
3304,1774,55829,2023-12-07,approved
3305,4422,42545,2023-08-30,closed
3306,5438,116388,2024-01-20,defaulted
3307,435,105120,2025-03-18,closed
3308,2510,129436,2024-04-27,approved
3309,6953,157100,2024-02-29,approved
3310,2534,96636,2024-11-06,approved
3311,7971,158177,2023-07-08,closed
3312,81,195365,2025-04-24,approved
3313,6936,66462,2024-12-24,approved
3314,4521,45131,2024-11-04,approved
3315,2679,102152,2023-12-14,approved
3316,5685,144821,2024-12-20,closed
3317,9750,136226,2024-06-27,defaulted
3318,687,107645,2024-05-15,closed
3319,1281,51775,2023-09-13,closed
3320,2532,63605,2024-12-12,closed
3321,2734,54767,2025-01-21,approved
3322,5073,123371,2024-04-09,defaulted
3323,1035,42098,2024-09-12,approved
3324,5557,150931,2023-08-29,defaulted
3325,3195,117136,2023-10-10,closed
3326,8796,30917,2024-07-03,closed
3327,8658,62963,2024-02-26,defaulted
3328,8209,154190,2024-09-02,approved
3329,7541,198074,2025-03-16,closed
3330,236,43346,2023-09-27,approved
3331,6944,88000,2024-07-13,approved
3332,4683,46467,2023-08-15,approved
3333,1867,39211,2023-09-09,closed
3334,4913,21661,2025-02-13,approved
3335,6872,109123,2024-02-01,closed
3336,4323,177460,2025-05-07,approved
3337,4480,180093,2024-10-16,closed
3338,746,132107,2023-09-22,closed
3339,189,85742,2024-02-14,closed
3340,3686,104403,2025-01-06,closed
3341,4825,152128,2024-08-30,defaulted
3342,3897,123928,2025-02-13,approved
3343,6079,166988,2023-10-06,closed
3344,8454,128120,2023-12-07,defaulted
3345,6594,152751,2023-12-11,closed
3346,4170,32592,2023-11-30,defaulted
3347,5008,171423,2024-03-08,approved
3348,2036,175951,2025-03-06,closed
3349,3656,176162,2024-04-05,approved
3350,4797,25937,2024-06-21,defaulted
3351,77,47396,2024-07-30,defaulted
3352,7507,141595,2023-09-15,approved
3353,5000,191285,2024-05-03,closed
3354,1756,58500,2025-05-20,closed
3355,2057,145233,2025-04-03,closed
3356,8088,182554,2025-05-03,closed
3357,6894,131267,2025-04-30,approved
3358,6926,60618,2023-10-30,approved
3359,3537,41904,2024-03-10,defaulted
3360,3746,191617,2024-01-27,closed
3361,2739,55989,2024-06-28,closed
3362,8264,150522,2023-12-29,defaulted
3363,9443,181255,2024-07-30,approved
3364,1367,24648,2024-08-31,defaulted
3365,9753,105563,2025-01-11,defaulted
3366,7913,113727,2024-04-14,closed
3367,6346,101137,2025-02-12,closed
3368,5674,77253,2024-04-27,approved
3369,7153,87165,2024-12-18,approved
3370,2264,111097,2024-11-26,closed
3371,1124,114977,2023-08-31,closed
3372,3054,89524,2023-11-06,closed
3373,9668,137170,2024-02-28,approved
3374,2524,50068,2023-07-04,approved
3375,3410,125042,2024-05-02,approved
3376,9523,154574,2024-06-23,approved
3377,9989,100229,2023-10-08,closed
3378,5303,182586,2024-03-18,closed
3379,8829,99905,2025-02-15,defaulted
3380,84,29253,2025-03-26,approved
3381,9586,133772,2025-02-27,approved
3382,926,149341,2024-01-09,approved
3383,6850,197615,2023-12-06,closed
3384,3938,133451,2025-02-02,approved
3385,3726,81789,2024-07-04,closed
3386,6946,165634,2025-03-10,approved
3387,764,106904,2024-08-30,closed
3388,2592,103859,2023-09-17,approved
3389,6762,50232,2023-10-06,defaulted
3390,5220,45033,2024-12-27,closed
3391,5956,149251,2025-04-15,closed
3392,1822,194135,2023-11-03,approved
3393,4305,163800,2023-11-09,closed
3394,2531,150495,2025-04-11,closed
3395,841,170058,2025-04-17,approved
3396,3425,136243,2023-11-22,defaulted
3397,1616,29989,2025-03-08,approved
3398,2090,160516,2023-06-23,defaulted
3399,8770,194770,2024-11-04,closed
3400,9786,119330,2023-08-20,closed
3401,6839,111005,2024-06-13,closed
3402,4111,54369,2024-01-20,approved
3403,5382,148378,2024-12-15,approved
3404,6376,139306,2025-04-27,approved
3405,781,127288,2024-01-24,approved
3406,4920,31282,2023-07-07,approved
3407,1739,69694,2024-01-14,approved
3408,2649,68140,2024-11-15,approved
3409,4970,126961,2024-08-06,closed
3410,1920,67250,2023-12-12,approved
3411,3031,158350,2024-10-05,defaulted
3412,9619,109826,2024-05-13,closed
3413,2408,199438,2024-03-27,approved
3414,1733,43815,2024-11-20,approved
3415,4025,151434,2024-10-11,defaulted
3416,1137,79396,2025-04-10,approved
3417,8719,88463,2024-12-29,approved
3418,1993,59039,2023-07-05,approved
3419,9287,58118,2024-08-04,defaulted
3420,8311,52090,2023-10-11,closed
3421,5181,145484,2025-02-28,closed
3422,5938,50422,2023-10-13,defaulted
3423,4872,123062,2023-10-27,closed
3424,7077,26239,2023-10-20,closed
3425,8690,119072,2023-12-02,approved
3426,7666,52927,2024-01-26,closed
3427,6293,51220,2023-12-30,defaulted
3428,6682,49477,2024-06-13,closed
3429,9847,26670,2024-03-02,approved
3430,512,134591,2024-02-24,defaulted
3431,8071,119616,2024-12-15,closed
3432,2188,178958,2024-11-12,defaulted
3433,6933,51512,2024-01-05,closed
3434,3562,73869,2023-07-15,approved
3435,1889,123411,2023-11-03,closed
3436,2983,127728,2023-11-11,closed
3437,7875,72342,2024-04-20,closed
3438,3750,94762,2024-09-17,closed
3439,5651,93574,2024-03-14,closed
3440,375,63772,2023-11-29,approved
3441,2415,151619,2023-07-05,closed
3442,7885,45080,2024-01-05,defaulted
3443,494,112791,2024-06-28,defaulted
3444,4027,180925,2025-01-09,defaulted
3445,5720,167856,2023-10-23,closed
3446,146,85197,2024-11-29,approved
3447,9011,97727,2024-07-16,approved
3448,6325,160764,2024-01-21,approved
3449,3099,143741,2025-04-03,defaulted
3450,1068,124881,2023-10-03,defaulted
3451,8879,87585,2023-10-16,closed
3452,6794,166634,2025-02-19,closed
3453,5813,44452,2024-03-23,closed
3454,3075,196075,2023-12-20,closed
3455,1413,27739,2024-04-27,defaulted
3456,6233,133435,2024-08-09,closed
3457,6847,183241,2024-06-20,approved
3458,9473,142537,2023-09-18,approved
3459,289,127203,2025-01-17,approved
3460,6199,21058,2023-11-17,closed
3461,5274,132208,2024-09-20,approved
3462,4360,30546,2024-12-23,closed
3463,1511,129270,2024-01-27,closed
3464,169,35269,2024-04-05,closed
3465,899,181186,2025-03-29,approved
3466,5544,27463,2024-02-09,defaulted
3467,5824,141336,2024-11-23,closed
3468,401,156621,2024-02-13,approved
3469,2746,169274,2024-12-05,approved
3470,573,22093,2024-11-29,approved
3471,6471,163626,2024-09-12,approved
3472,4672,41382,2023-11-07,approved
3473,2683,154772,2024-03-17,approved
3474,8814,104743,2024-01-29,closed
3475,3648,184184,2025-02-15,approved
3476,2515,177085,2024-10-15,closed
3477,8642,37889,2023-09-05,approved
3478,5,106582,2025-03-24,defaulted
3479,682,141307,2024-03-12,defaulted
3480,3821,30474,2024-06-13,approved
3481,2926,178426,2025-02-23,approved
3482,5538,159783,2025-05-21,approved
3483,4175,29513,2023-09-29,closed
3484,8803,140647,2024-05-19,closed
3485,4715,199099,2024-11-18,closed
3486,9825,23064,2024-10-09,closed
3487,7165,60434,2023-10-30,approved
3488,9019,28745,2024-12-22,defaulted
3489,7542,175195,2024-08-02,closed
3490,395,116450,2024-03-25,defaulted
3491,6248,79888,2024-08-18,approved
3492,6343,123450,2024-11-02,approved
3493,4445,71483,2024-10-01,approved
3494,7606,197841,2024-11-26,approved
3495,2423,26097,2023-08-15,approved
3496,252,145841,2024-08-11,approved
3497,7539,71007,2025-03-15,closed
3498,9661,195166,2024-02-03,defaulted
3499,2675,121052,2023-06-27,closed
3500,5374,127803,2025-05-10,closed
3501,7505,195154,2024-10-12,closed
3502,2270,48739,2024-01-29,closed
3503,5965,166644,2024-12-08,closed
3504,9207,108777,2023-12-12,defaulted
3505,5613,77813,2024-10-27,closed
3506,4227,30022,2023-10-13,approved
3507,6066,197247,2023-12-23,closed
3508,6714,153483,2024-01-15,closed
3509,3744,137428,2025-01-15,approved
3510,6806,96304,2024-10-30,closed
3511,1311,145543,2023-08-02,approved
3512,653,150380,2024-12-28,defaulted
3513,1110,59495,2023-12-08,approved
3514,8090,165231,2024-12-20,approved
3515,3785,126411,2023-10-02,approved
3516,7474,177510,2023-10-01,defaulted
3517,9022,188481,2024-08-09,defaulted
3518,9766,42297,2023-10-27,closed
3519,4371,55930,2024-08-16,approved
3520,3831,57712,2024-07-07,approved
3521,1108,128780,2023-10-19,defaulted
3522,2147,145767,2024-10-15,closed
3523,7847,81180,2024-09-20,closed
3524,8683,55873,2024-05-15,approved
3525,137,64596,2024-01-14,closed
3526,9569,34962,2024-06-26,closed
3527,4488,89066,2023-06-24,closed
3528,3147,120005,2023-09-21,closed
3529,4117,125988,2025-02-19,approved
3530,991,114384,2024-10-27,closed
3531,7125,174043,2023-07-10,closed
3532,3639,132167,2023-06-23,approved
3533,6907,73074,2023-11-24,defaulted
3534,3503,67651,2024-02-07,closed
3535,2319,47000,2024-01-27,closed
3536,2526,133919,2024-08-13,approved
3537,3653,70969,2024-08-30,approved
3538,4200,33674,2025-04-02,closed
3539,8132,151098,2024-12-06,defaulted
3540,4764,160146,2025-03-06,approved
3541,5224,134523,2023-09-24,closed
3542,4257,199973,2025-04-12,defaulted
3543,6560,54884,2023-08-25,closed
3544,4840,82367,2024-04-25,approved
3545,256,35398,2023-11-17,closed
3546,5107,40644,2024-05-22,approved
3547,1487,147706,2024-07-01,closed
3548,5151,138402,2023-07-18,closed
3549,7817,101596,2024-11-22,defaulted
3550,7778,194785,2024-09-28,approved
3551,6673,196431,2024-12-31,approved
3552,9230,87437,2025-01-27,approved
3553,8553,182590,2025-01-18,approved
3554,7856,132736,2025-03-08,defaulted
3555,4750,190847,2025-05-11,approved
3556,7969,98459,2024-06-15,defaulted
3557,8647,85798,2024-03-03,defaulted
3558,705,93201,2023-10-01,closed
3559,3765,153296,2024-11-13,defaulted
3560,2757,78780,2025-02-25,defaulted
3561,7147,156581,2024-12-10,approved
3562,3176,161160,2023-11-28,approved
3563,4204,88050,2025-05-16,approved
3564,4914,39589,2024-04-15,closed
3565,4150,87515,2024-08-17,defaulted
3566,1990,97455,2024-04-09,approved
3567,8131,70832,2023-11-13,closed
3568,5989,156247,2024-08-07,closed
3569,1767,90793,2023-12-21,approved
3570,6553,108939,2024-09-26,closed
3571,9392,130787,2023-12-08,approved
3572,387,136101,2025-04-08,closed
3573,9221,138068,2023-10-31,approved
3574,7495,125460,2024-01-15,approved
3575,8067,111125,2025-05-08,closed
3576,6041,153801,2025-05-22,closed
3577,2050,66803,2023-11-29,closed
3578,7976,149141,2023-07-16,closed
3579,7113,58824,2024-11-16,defaulted
3580,7050,96631,2024-01-26,closed
3581,1350,123537,2024-08-16,approved
3582,3523,107597,2025-04-28,defaulted
3583,2236,54394,2025-02-21,defaulted
3584,4635,57079,2025-02-18,closed
3585,6147,85938,2023-11-17,approved
3586,968,110747,2024-11-03,defaulted
3587,553,147986,2023-12-13,closed
3588,2305,91451,2023-07-07,defaulted
3589,2442,181785,2023-12-18,closed
3590,5460,180753,2024-12-14,closed
3591,6310,37575,2024-07-19,approved
3592,7589,70781,2024-06-29,closed
3593,8615,154220,2025-01-18,approved
3594,6980,183161,2024-04-12,approved
3595,2740,187857,2025-03-28,approved
3596,7928,182883,2023-07-23,approved
3597,1514,196370,2025-04-01,closed
3598,7988,79781,2024-11-19,approved
3599,9223,51165,2024-08-21,defaulted
3600,1193,96001,2025-04-10,defaulted
3601,5749,37057,2025-03-05,defaulted
3602,1984,29979,2024-12-31,approved
3603,676,65767,2025-04-09,approved
3604,1058,115991,2025-02-10,closed
3605,2767,88786,2024-03-13,approved
3606,3898,25252,2024-12-14,closed
3607,6889,94327,2023-08-10,closed
3608,8571,48403,2023-09-07,closed
3609,6706,172572,2023-08-30,approved
3610,8713,158371,2023-12-16,defaulted
3611,595,123317,2023-12-18,approved
3612,9094,56781,2024-03-10,closed
3613,4384,105733,2025-03-28,defaulted
3614,7911,124386,2025-02-10,approved
3615,4387,171368,2023-08-08,approved
3616,2697,178910,2024-04-18,closed
3617,311,139528,2024-12-28,closed
3618,6292,24063,2023-11-25,closed
3619,5186,124924,2025-04-14,closed
3620,9084,118247,2024-04-13,closed
3621,3058,177979,2023-11-22,approved
3622,3911,88353,2023-09-17,closed
3623,4443,104723,2023-10-13,closed
3624,2877,109654,2024-01-06,defaulted
3625,2466,32035,2023-07-29,closed
3626,5680,135580,2023-11-09,defaulted
3627,5164,45547,2024-08-17,closed
3628,5473,70405,2025-01-30,defaulted
3629,527,153195,2024-05-16,closed
3630,16,36664,2024-01-20,closed
3631,5178,159049,2023-09-11,approved
3632,3151,86235,2024-06-22,approved
3633,8900,56927,2023-11-12,closed
3634,1001,98545,2024-10-01,approved
3635,6048,175182,2025-01-17,approved
3636,1324,94141,2024-10-12,approved
3637,3081,165920,2023-08-03,approved
3638,3651,171906,2023-08-05,approved
3639,2907,195988,2024-06-26,closed
3640,6830,135820,2023-09-21,approved
3641,4209,104262,2023-11-28,defaulted
3642,5085,116488,2024-09-20,defaulted
3643,9111,111598,2023-09-01,approved
3644,5882,161621,2024-04-13,closed
3645,8567,140395,2023-09-28,closed
3646,3801,86211,2024-03-09,approved
3647,4367,121211,2025-05-15,approved
3648,5284,88247,2024-02-07,approved
3649,9323,55538,2024-07-05,defaulted
3650,223,183637,2024-04-22,approved
3651,2489,144098,2023-07-08,approved
3652,7184,149664,2024-01-07,defaulted
3653,4928,161169,2023-09-11,defaulted
3654,5406,198507,2023-09-24,approved
3655,3016,199045,2024-09-14,closed
3656,8968,164053,2024-09-08,closed
3657,451,191406,2025-03-25,approved
3658,4685,67338,2023-10-22,closed
3659,7016,101650,2024-04-22,closed
3660,1070,121286,2024-02-19,defaulted
3661,9300,116714,2025-05-13,approved
3662,7866,40515,2023-12-05,approved
3663,3366,83156,2023-11-28,defaulted
3664,1760,181783,2023-08-01,closed
3665,4947,110029,2024-04-06,approved
3666,2343,175877,2024-08-08,defaulted
3667,51,125984,2024-07-21,closed
3668,8007,90407,2024-07-23,defaulted
3669,6016,23845,2025-01-07,closed
3670,3540,21636,2024-03-26,defaulted
3671,5602,180505,2024-03-22,approved
3672,5506,41183,2024-04-19,approved
3673,9817,165347,2025-04-09,defaulted
3674,1421,29151,2024-03-26,approved
3675,7646,175574,2024-07-23,approved
3676,4203,87843,2024-06-14,approved
3677,3154,66201,2023-07-19,defaulted
3678,7744,40486,2023-11-27,approved
3679,3185,21513,2025-04-02,defaulted
3680,2779,33373,2025-01-15,defaulted
3681,9170,89269,2023-08-08,approved
3682,1922,164870,2024-05-25,approved
3683,7926,179636,2025-04-26,approved
3684,3268,106977,2023-07-15,approved
3685,6736,174583,2024-03-04,approved
3686,2447,71696,2025-01-03,approved
3687,8889,188128,2024-08-10,defaulted
3688,3721,35968,2024-04-24,closed
3689,7180,178875,2024-04-19,approved
3690,6218,140475,2024-03-04,defaulted
3691,2971,20410,2023-09-19,defaulted
3692,4469,167156,2025-05-11,closed
3693,8572,40331,2024-11-30,defaulted
3694,2040,175760,2024-12-09,approved
3695,8680,118333,2025-04-17,approved
3696,2992,147059,2025-03-17,defaulted
3697,1155,34859,2024-03-19,closed
3698,738,187184,2025-05-14,approved
3699,1000,181635,2025-05-01,defaulted
3700,7978,48015,2023-12-29,closed
3701,3708,194531,2024-07-18,approved
3702,2393,173325,2025-04-20,closed
3703,1051,116208,2024-10-29,closed
3704,5993,91016,2025-02-23,approved
3705,9640,27516,2024-03-13,defaulted
3706,3427,83475,2023-12-06,closed
3707,4774,175079,2024-01-10,closed
3708,2514,65348,2025-03-15,approved
3709,2413,120556,2025-04-10,defaulted
3710,9075,164136,2025-01-26,closed
3711,3524,65504,2024-06-02,closed
3712,9132,130132,2024-06-14,defaulted
3713,3460,44360,2023-08-17,closed
3714,8566,157820,2024-04-12,closed
3715,2104,132318,2025-03-10,closed
3716,8799,93901,2024-04-15,approved
3717,1657,126382,2023-11-16,closed
3718,5061,144493,2023-12-16,closed
3719,2038,63078,2023-08-27,defaulted
3720,528,35918,2024-03-06,closed
3721,5485,122257,2023-11-25,approved
3722,5191,20907,2024-12-01,defaulted
3723,1291,160601,2024-03-14,closed
3724,4002,170130,2024-12-08,defaulted
3725,754,158104,2025-05-18,closed
3726,9306,83156,2024-02-03,approved
3727,5800,33310,2024-04-16,approved
3728,336,33574,2024-04-04,approved
3729,6104,22371,2023-08-31,approved
3730,3086,51206,2023-10-07,defaulted
3731,5499,167134,2024-10-29,closed
3732,8208,197538,2025-05-06,approved
3733,2923,77691,2024-10-28,closed
3734,6141,173894,2023-07-12,closed
3735,2406,152217,2024-11-20,defaulted
