payment_id,loan_id,due_date,paid_date,amount_paid
7900,3162,2025-03-17,2025-03-17,9410
7901,3162,2024-07-21,2024-07-31,9777
7902,3163,2024-12-13,2024-12-13,5858
7903,3163,2024-03-04,2024-03-04,2775
7904,3163,2024-02-26,2024-02-26,7188
7905,3163,2025-05-21,2025-05-21,4648
7906,3164,2025-01-21,2025-01-21,3998
7907,3164,2024-10-24,2024-10-24,8377
7908,3165,2024-10-12,2024-10-22,4243
7909,3166,2024-08-25,2024-09-04,6405
7910,3167,2024-06-10,2024-06-10,6909
7911,3167,2024-07-23,2024-07-23,6591
7912,3167,2023-07-17,2023-07-17,2792
7913,3168,2025-05-23,2025-05-23,5523
7914,3168,2025-06-08,2025-06-08,7955
7915,3168,2025-05-24,2025-05-24,4211
7916,3168,2025-05-09,2025-05-09,6163
7917,3169,2024-04-20,2024-04-25,3355
7918,3169,2025-03-29,2025-03-29,7673
7919,3169,2024-06-02,2024-06-02,7666
7920,3170,2025-03-11,2025-03-21,9661
7921,3171,2025-04-08,2025-04-08,9667
7922,3171,2025-04-12,2025-04-12,8597
7923,3171,2025-06-01,2025-06-11,9431
7924,3171,2025-05-29,2025-06-08,4737
7925,3172,2024-08-09,2024-08-19,8668
7926,3172,2024-03-28,2024-04-07,5759
7927,3172,2024-06-05,2024-06-15,5350
7928,3172,2024-02-26,2024-03-02,4368
7929,3173,2024-07-30,2024-07-30,7388
7930,3173,2025-01-15,2025-01-15,5030
7931,3173,2024-09-09,2024-09-19,6194
7932,3173,2024-12-13,2024-12-13,9293
7933,3174,2025-05-07,2025-05-12,9034
7934,3174,2025-04-09,2025-04-09,2482
7935,3174,2023-12-20,2023-12-30,9239
7936,3175,2025-04-28,2025-05-08,7737
7937,3175,2024-07-27,2024-08-06,5653
7938,3175,2023-08-26,2023-08-26,4801
7939,3176,2025-03-22,2025-03-22,9141
7940,3176,2025-04-11,2025-04-21,6123
7941,3177,2024-06-12,2024-06-22,8575
7942,3177,2023-11-06,2023-11-06,4239
7943,3177,2024-09-15,2024-09-20,7958
7944,3178,2025-04-22,2025-04-22,5784
7945,3178,2024-12-26,2024-12-26,5320
7946,3178,2024-09-26,2024-09-26,4574
7947,3178,2024-12-18,2024-12-28,8576
7948,3179,2025-06-14,2025-06-24,3352
7949,3179,2025-05-14,2025-05-14,9747
7950,3179,2025-06-20,2025-06-30,6095
7951,3180,2025-04-07,2025-04-17,2545
7952,3180,2024-01-14,2024-01-19,9262
7953,3180,2024-02-25,2024-02-25,7381
7954,3180,2024-07-12,2024-07-17,8558
7955,3181,2023-11-24,2023-11-29,2936
7956,3181,2024-06-17,2024-06-17,2861
7957,3181,2025-02-24,2025-03-01,5480
7958,3182,2024-11-27,2024-11-27,7117
7959,3183,2024-06-16,2024-06-21,8122
7960,3183,2024-12-31,2024-12-31,7480
7961,3183,2024-09-12,2024-09-12,6547
7962,3183,2025-04-13,2025-04-13,8766
7963,3184,2025-02-26,2025-03-08,5540
7964,3184,2025-01-29,2025-02-03,6896
7965,3184,2025-01-23,2025-02-02,5642
7966,3185,2024-08-19,2024-08-29,5158
7967,3185,2024-11-10,2024-11-10,7647
7968,3185,2024-09-13,2024-09-23,8516
7969,3186,2025-04-05,2025-04-10,5411
7970,3187,2025-04-20,2025-04-20,2190
7971,3187,2025-05-06,2025-05-06,7001
7972,3187,2025-02-20,2025-02-20,4527
7973,3188,2024-12-28,2025-01-02,6273
7974,3188,2025-02-11,2025-02-16,3727
7975,3188,2025-03-21,2025-03-26,2408
7976,3189,2025-05-21,2025-05-26,6932
7977,3189,2025-05-17,2025-05-22,3747
7978,3189,2024-10-18,2024-10-23,9504
7979,3190,2025-05-02,2025-05-12,2383
7980,3191,2024-03-30,2024-03-30,5541
7981,3191,2024-05-12,2024-05-22,3824
7982,3191,2024-08-06,2024-08-11,6917
7983,3192,2024-06-15,2024-06-15,5342
7984,3193,2025-06-17,2025-06-27,2661
7985,3193,2025-02-16,2025-02-26,3287
7986,3193,2025-05-20,2025-05-30,7312
7987,3194,2025-04-27,2025-05-02,3207
7988,3194,2024-12-04,2024-12-04,4447
7989,3194,2025-06-13,2025-06-13,6942
7990,3194,2025-02-28,2025-03-05,4533
7991,3195,2024-10-09,2024-10-09,5807
7992,3195,2025-01-19,2025-01-24,7145
7993,3195,2025-06-16,2025-06-21,2756
7994,3195,2024-08-02,2024-08-07,4161
7995,3196,2024-09-07,2024-09-07,8859
7996,3197,2025-04-03,2025-04-08,3442
7997,3197,2024-07-01,2024-07-11,5439
7998,3197,2024-01-31,2024-02-10,9674
7999,3197,2024-04-16,2024-04-16,9715
8000,3198,2025-05-29,2025-06-03,4321
8001,3198,2024-11-20,2024-11-20,3654
8002,3199,2024-08-09,2024-08-14,5478
8003,3199,2024-10-13,2024-10-23,5196
8004,3199,2025-01-24,2025-01-24,6240
8005,3199,2024-04-10,2024-04-15,3132
8006,3200,2025-05-11,2025-05-11,5757
8007,3201,2025-01-26,2025-01-26,9554
8008,3201,2025-01-07,2025-01-07,5775
8009,3201,2024-06-13,2024-06-13,4890
8010,3201,2024-07-15,2024-07-15,6775
8011,3202,2024-07-07,2024-07-12,4598
8012,3202,2024-04-22,2024-04-27,5578
8013,3202,2025-03-25,2025-04-04,4952
8014,3202,2025-06-09,2025-06-14,6866
8015,3203,2025-06-04,2025-06-14,9601
8016,3203,2025-06-18,2025-06-18,8457
8017,3203,2025-06-07,2025-06-12,6697
8018,3204,2024-05-15,2024-05-15,8158
8019,3204,2025-05-24,2025-05-24,4293
8020,3204,2024-11-26,2024-12-01,6750
8021,3204,2024-10-08,2024-10-08,5330
8022,3205,2024-07-27,2024-08-01,9357
8023,3205,2024-06-07,2024-06-17,6380
8024,3206,2024-03-23,2024-03-28,4586
8025,3206,2023-08-03,2023-08-03,5964
8026,3206,2023-11-01,2023-11-01,5861
8027,3207,2025-03-14,2025-03-14,4726
8028,3207,2025-04-03,2025-04-08,7037
8029,3207,2025-06-20,2025-06-25,5250
8030,3207,2025-04-15,2025-04-15,7568
8031,3208,2024-05-09,2024-05-09,2697
8032,3208,2025-02-19,2025-02-24,9436
8033,3208,2024-10-15,2024-10-15,5143
8034,3209,2024-09-23,2024-10-03,5545
8035,3209,2025-06-08,2025-06-08,4513
8036,3209,2024-06-15,2024-06-15,7463
8037,3209,2025-04-23,2025-04-28,4983
8038,3210,2024-10-24,2024-10-24,8866
8039,3210,2025-01-03,2025-01-03,8189
8040,3211,2025-04-06,2025-04-16,5871
8041,3211,2025-06-19,2025-06-29,4851
8042,3211,2024-06-02,2024-06-12,9621
8043,3211,2024-03-07,2024-03-07,3635
8044,3212,2024-03-18,2024-03-23,8042
8045,3212,2024-06-11,2024-06-21,8431
8046,3212,2025-05-16,2025-05-16,9426
8047,3212,2024-05-30,2024-06-09,7009
8048,3213,2025-05-12,2025-05-12,5832
8049,3213,2024-04-14,2024-04-14,9271
8050,3213,2024-11-17,2024-11-17,4622
8051,3214,2025-01-27,2025-01-27,4487
8052,3214,2024-04-20,2024-04-20,7529
8053,3214,2025-02-19,2025-02-19,2108
8054,3214,2024-07-13,2024-07-18,3163
8055,3215,2025-02-23,2025-03-05,5843
8056,3215,2025-05-05,2025-05-05,3544
8057,3215,2025-05-07,2025-05-07,2359
8058,3216,2025-05-19,2025-05-29,3720
8059,3217,2024-10-23,2024-11-02,4024
8060,3217,2024-05-05,2024-05-05,7087
8061,3218,2025-05-20,2025-05-20,8911
8062,3218,2025-02-27,2025-02-27,4443
8063,3218,2024-10-23,2024-10-23,8318
8064,3218,2024-10-13,2024-10-13,7830
8065,3219,2025-06-18,2025-06-28,8035
8066,3220,2024-11-12,2024-11-22,7026
8067,3221,2024-12-07,2024-12-07,3603
8068,3221,2024-04-14,2024-04-14,8176
8069,3221,2024-12-04,2024-12-04,9394
8070,3222,2024-08-22,2024-08-22,5356
8071,3222,2025-01-29,2025-02-03,4615
8072,3222,2024-08-10,2024-08-10,3124
8073,3223,2024-05-31,2024-05-31,5378
8074,3223,2025-03-28,2025-03-28,9946
8075,3224,2024-07-30,2024-07-30,5457
8076,3224,2025-03-11,2025-03-16,7119
8077,3224,2024-03-15,2024-03-20,2412
8078,3225,2024-12-10,2024-12-20,4550
8079,3225,2025-01-25,2025-02-04,5232
8080,3225,2025-01-24,2025-01-29,6659
8081,3225,2025-02-11,2025-02-11,5497
8082,3226,2025-06-22,2025-06-22,2982
8083,3227,2025-01-18,2025-01-18,8084
8084,3228,2025-01-30,2025-01-30,4046
8085,3228,2024-08-17,2024-08-17,5045
8086,3228,2025-02-03,2025-02-08,4866
8087,3228,2024-08-08,2024-08-13,3814
8088,3229,2024-08-02,2024-08-07,8929
8089,3230,2025-04-24,2025-05-04,6744
8090,3231,2025-04-24,2025-04-24,2890
8091,3231,2025-06-07,2025-06-17,6608
8092,3231,2025-02-21,2025-02-21,9669
8093,3232,2024-09-11,2024-09-11,7126
8094,3232,2024-08-30,2024-08-30,5819
8095,3232,2025-02-07,2025-02-12,8296
8096,3232,2025-01-21,2025-01-26,6109
8097,3233,2025-04-03,2025-04-08,9839
8098,3233,2024-11-05,2024-11-05,2083
8099,3233,2024-07-06,2024-07-11,7211
8100,3233,2025-05-10,2025-05-10,6305
8101,3234,2024-09-19,2024-09-29,4447
8102,3234,2024-10-15,2024-10-20,7034
8103,3234,2025-03-19,2025-03-24,4708
8104,3234,2024-08-23,2024-08-23,2613
8105,3235,2025-06-07,2025-06-17,9872
8106,3235,2024-10-15,2024-10-20,4962
8107,3235,2025-06-20,2025-06-25,9961
8108,3235,2024-12-11,2024-12-11,3621
8109,3236,2024-12-26,2024-12-31,2289
8110,3237,2024-11-27,2024-12-02,7190
8111,3238,2024-08-26,2024-08-31,5561
8112,3238,2025-06-09,2025-06-09,4726
8113,3238,2024-07-27,2024-08-06,9666
8114,3239,2025-05-11,2025-05-16,4196
8115,3239,2025-05-31,2025-06-10,6591
8116,3239,2025-03-28,2025-03-28,8156
8117,3240,2025-04-06,2025-04-06,8044
8118,3240,2025-05-24,2025-06-03,3237
8119,3240,2024-12-13,2024-12-13,6255
8120,3240,2025-04-17,2025-04-22,8629
8121,3241,2025-06-20,2025-06-25,8865
8122,3241,2024-09-04,2024-09-14,6534
8123,3241,2025-05-26,2025-05-26,7709
8124,3242,2025-05-29,2025-05-29,3482
8125,3242,2024-10-23,2024-11-02,9311
8126,3242,2025-05-18,2025-05-18,9776
8127,3242,2024-09-05,2024-09-15,8455
8128,3243,2024-10-28,2024-11-07,6674
8129,3243,2025-05-08,2025-05-08,9309
8130,3243,2024-06-17,2024-06-17,2336
8131,3244,2025-04-21,2025-04-26,5688
8132,3244,2025-04-29,2025-04-29,7288
8133,3244,2025-05-04,2025-05-09,4282
8134,3245,2025-05-12,2025-05-22,4464
8135,3245,2025-05-16,2025-05-21,5912
8136,3245,2025-06-06,2025-06-16,5513
8137,3246,2025-01-23,2025-01-23,5503
8138,3247,2023-10-30,2023-10-30,3680
8139,3247,2023-09-12,2023-09-12,3414
8140,3247,2024-09-25,2024-09-25,3774
8141,3247,2024-06-24,2024-06-24,9651
8142,3248,2025-06-06,2025-06-16,2004
8143,3249,2024-11-02,2024-11-07,4734
8144,3249,2025-04-01,2025-04-11,4273
8145,3250,2025-03-11,2025-03-16,8619
8146,3251,2025-05-13,2025-05-23,7951
8147,3251,2024-12-05,2024-12-10,6639
8148,3252,2024-09-29,2024-09-29,2603
8149,3252,2024-05-02,2024-05-07,8054
8150,3253,2024-06-03,2024-06-08,2692
8151,3253,2024-06-02,2024-06-02,7268
8152,3253,2024-06-23,2024-07-03,8217
8153,3254,2025-03-04,2025-03-04,2158
8154,3254,2025-04-15,2025-04-15,7224
8155,3254,2024-11-03,2024-11-03,7843
8156,3254,2024-09-07,2024-09-07,2962
8157,3255,2023-11-16,2023-11-21,9973
8158,3255,2025-04-11,2025-04-11,6555
8159,3256,2024-11-24,2024-12-04,5249
8160,3256,2025-06-12,2025-06-17,5579
8161,3256,2025-04-25,2025-04-25,6329
8162,3257,2025-02-26,2025-02-26,8608
8163,3258,2025-01-17,2025-01-22,7362
8164,3258,2025-04-27,2025-04-27,4440
8165,3259,2025-05-24,2025-05-24,9824
8166,3259,2025-05-06,2025-05-16,3883
8167,3259,2025-05-19,2025-05-19,9186
8168,3259,2025-05-31,2025-06-05,6422
8169,3260,2025-04-10,2025-04-10,6603
8170,3260,2025-06-15,2025-06-15,7810
8171,3261,2025-02-02,2025-02-02,5369
8172,3261,2025-02-19,2025-02-19,9614
8173,3261,2025-05-23,2025-05-28,3037
8174,3261,2025-02-10,2025-02-15,3671
8175,3262,2024-01-23,2024-02-02,2117
8176,3262,2024-04-08,2024-04-08,7032
8177,3262,2025-04-10,2025-04-10,7864
8178,3263,2025-04-23,2025-04-23,4959
8179,3263,2025-01-10,2025-01-10,3968
8180,3264,2024-12-16,2024-12-16,4759
8181,3264,2024-04-04,2024-04-09,4730
8182,3264,2024-10-31,2024-10-31,6266
8183,3264,2024-10-08,2024-10-08,4942
8184,3265,2025-03-22,2025-03-27,9492
8185,3265,2025-02-15,2025-02-25,2852
8186,3266,2025-05-29,2025-05-29,8002
8187,3266,2025-06-16,2025-06-21,3409
8188,3266,2025-05-31,2025-06-05,6636
8189,3267,2024-09-05,2024-09-15,3437
8190,3267,2025-03-17,2025-03-17,8582
8191,3267,2025-02-22,2025-02-22,3999
8192,3267,2024-12-12,2024-12-12,4924
8193,3268,2025-04-10,2025-04-10,6218
8194,3268,2025-05-08,2025-05-18,5927
8195,3269,2024-06-09,2024-06-14,5708
8196,3269,2025-01-03,2025-01-13,5337
8197,3269,2025-06-05,2025-06-15,2613
8198,3270,2025-03-26,2025-03-26,2517
8199,3270,2025-04-22,2025-04-22,9495
8200,3270,2025-05-11,2025-05-21,3974
8201,3270,2024-12-16,2024-12-16,2844
8202,3271,2025-04-15,2025-04-20,6096
8203,3272,2025-06-07,2025-06-12,5538
8204,3272,2025-05-28,2025-06-07,2654
8205,3273,2025-04-01,2025-04-01,2570
8206,3273,2025-03-17,2025-03-27,4298
8207,3274,2025-06-18,2025-06-18,8617
8208,3275,2025-02-03,2025-02-03,2781
8209,3275,2025-03-15,2025-03-15,8601
8210,3276,2025-05-23,2025-06-02,9095
8211,3276,2025-05-22,2025-05-27,9926
8212,3276,2025-06-17,2025-06-17,4072
8213,3277,2024-05-15,2024-05-15,6183
8214,3277,2023-12-19,2023-12-29,6132
8215,3277,2024-12-14,2024-12-14,9496
8216,3278,2023-09-30,2023-10-05,6669
8217,3278,2023-08-10,2023-08-10,6194
8218,3279,2025-05-31,2025-05-31,5864
8219,3279,2025-01-01,2025-01-01,9613
8220,3279,2024-06-25,2024-06-25,3832
8221,3280,2024-11-05,2024-11-05,9498
8222,3280,2025-05-22,2025-05-22,3396
8223,3280,2025-05-26,2025-05-26,9294
8224,3281,2025-03-17,2025-03-17,6955
8225,3281,2025-05-26,2025-05-31,3629
8226,3281,2025-01-10,2025-01-15,7200
8227,3282,2025-04-12,2025-04-22,5220
8228,3282,2025-06-10,2025-06-10,8952
8229,3282,2025-04-24,2025-04-24,7342
8230,3282,2025-03-09,2025-03-14,7519
8231,3283,2025-04-16,2025-04-16,6192
8232,3283,2025-03-16,2025-03-16,2593
8233,3283,2025-04-15,2025-04-25,7764
8234,3284,2025-06-13,2025-06-13,8645
8235,3285,2024-12-09,2024-12-14,9876
8236,3286,2025-06-04,2025-06-04,4903
8237,3286,2025-03-12,2025-03-12,5097
8238,3286,2025-06-05,2025-06-15,2119
8239,3287,2025-01-29,2025-01-29,5867
8240,3287,2025-02-28,2025-03-05,6191
8241,3287,2024-09-09,2024-09-19,9124
8242,3288,2024-11-17,2024-11-17,7941
8243,3288,2024-11-10,2024-11-15,4371
8244,3289,2025-04-17,2025-04-27,8368
8245,3289,2024-10-16,2024-10-16,8150
8246,3289,2024-12-08,2024-12-08,7869
8247,3289,2024-08-25,2024-08-30,9235
8248,3290,2025-05-25,2025-05-25,2620
8249,3290,2025-04-01,2025-04-01,9475
8250,3290,2025-04-29,2025-04-29,5584
8251,3291,2024-10-01,2024-10-06,8604
8252,3291,2025-05-15,2025-05-25,6226
8253,3292,2025-06-16,2025-06-16,7926
8254,3292,2025-01-20,2025-01-30,2238
8255,3292,2024-06-13,2024-06-23,8176
8256,3292,2025-03-22,2025-03-22,9799
8257,3293,2025-02-25,2025-03-07,8748
8258,3293,2025-04-26,2025-05-01,5775
8259,3294,2025-04-13,2025-04-13,6313
8260,3294,2025-06-11,2025-06-11,5759
8261,3294,2024-05-13,2024-05-23,4892
8262,3295,2024-05-26,2024-05-26,6165
8263,3295,2024-12-22,2025-01-01,4848
8264,3295,2024-09-19,2024-09-19,2550
8265,3295,2024-11-24,2024-11-29,5366
8266,3296,2025-06-21,2025-06-21,2581
8267,3296,2025-05-19,2025-05-19,3436
8268,3296,2025-05-12,2025-05-17,6230
8269,3297,2025-06-18,2025-06-23,4155
8270,3298,2025-06-11,2025-06-16,8056
8271,3298,2025-06-09,2025-06-19,9924
8272,3298,2025-06-14,2025-06-14,2166
8273,3298,2025-06-14,2025-06-19,4415
8274,3299,2024-12-17,2024-12-22,7791
8275,3299,2025-05-06,2025-05-06,6690
8276,3300,2024-08-22,2024-08-27,5745
8277,3300,2024-07-20,2024-07-20,7000
8278,3300,2024-05-22,2024-05-22,7898
8279,3301,2025-05-02,2025-05-02,3186
8280,3302,2024-05-07,2024-05-07,4953
8281,3302,2025-05-23,2025-05-23,9460
8282,3303,2025-05-04,2025-05-04,9792
8283,3304,2025-04-09,2025-04-09,2998
8284,3304,2024-04-29,2024-04-29,7067
8285,3305,2023-10-01,2023-10-01,6215
8286,3305,2023-09-07,2023-09-17,6210
8287,3305,2024-10-11,2024-10-11,5380
8288,3305,2024-02-25,2024-03-06,7071
8289,3306,2025-01-27,2025-01-27,4950
8290,3306,2024-06-23,2024-06-28,5019
8291,3306,2024-03-24,2024-03-29,4996
8292,3307,2025-04-22,2025-05-02,8908
8293,3307,2025-03-20,2025-03-20,4932
8294,3308,2025-06-07,2025-06-07,6730
8295,3308,2024-06-02,2024-06-12,5504
8296,3309,2024-03-02,2024-03-02,2768
8297,3309,2024-08-27,2024-08-27,5145
8298,3310,2024-12-13,2024-12-23,4771
8299,3310,2024-12-18,2024-12-18,4916
8300,3311,2024-08-18,2024-08-18,6916
8301,3311,2024-09-04,2024-09-04,7136
8302,3311,2024-06-02,2024-06-02,8074
8303,3312,2025-05-10,2025-05-10,3848
8304,3312,2025-05-18,2025-05-28,6510
8305,3312,2025-06-14,2025-06-14,7352
8306,3313,2025-01-31,2025-01-31,6391
8307,3313,2025-06-05,2025-06-15,2728
8308,3313,2024-12-25,2024-12-25,6594
8309,3314,2025-06-08,2025-06-08,4631
8310,3315,2024-02-22,2024-02-27,5889
8311,3316,2025-04-13,2025-04-23,9080
8312,3316,2025-04-29,2025-04-29,4716
8313,3316,2025-03-24,2025-03-24,3453
8314,3316,2025-02-12,2025-02-17,7575
8315,3317,2025-04-13,2025-04-18,5941
8316,3317,2025-04-07,2025-04-17,7853
8317,3318,2024-10-26,2024-10-26,7419
8318,3318,2025-05-07,2025-05-07,7106
8319,3318,2025-03-12,2025-03-12,7702
8320,3318,2025-02-23,2025-02-28,4483
8321,3319,2023-12-17,2023-12-17,7328
8322,3319,2024-10-26,2024-10-26,5099
8323,3319,2024-05-06,2024-05-06,4497
8324,3319,2025-04-25,2025-04-25,5184
8325,3320,2025-05-28,2025-05-28,4817
8326,3321,2025-06-19,2025-06-29,8013
8327,3321,2025-02-14,2025-02-19,5858
8328,3322,2024-08-23,2024-08-28,6430
8329,3322,2025-06-05,2025-06-10,8859
8330,3322,2024-10-19,2024-10-24,2252
8331,3323,2025-05-28,2025-05-28,7467
8332,3323,2025-05-22,2025-05-22,7675
8333,3323,2025-06-05,2025-06-05,6200
8334,3323,2024-12-14,2024-12-14,8246
8335,3324,2024-10-22,2024-10-27,3098
8336,3325,2025-01-01,2025-01-01,3781
8337,3325,2024-11-16,2024-11-16,9083
8338,3326,2025-05-03,2025-05-03,7530
8339,3326,2024-09-09,2024-09-09,6888
8340,3326,2024-08-27,2024-09-06,8511
8341,3326,2025-03-27,2025-04-06,4622
8342,3327,2025-04-14,2025-04-19,6254
8343,3327,2024-08-30,2024-08-30,7285
8344,3327,2024-06-08,2024-06-08,6263
8345,3328,2024-09-13,2024-09-23,9038
8346,3329,2025-04-12,2025-04-12,7512
8347,3329,2025-05-22,2025-05-22,5565
8348,3330,2025-01-02,2025-01-12,7183
8349,3330,2024-11-19,2024-11-29,7909
8350,3330,2024-09-05,2024-09-10,5034
8351,3331,2025-05-07,2025-05-07,4453
8352,3332,2024-01-23,2024-01-28,3077
8353,3332,2024-11-13,2024-11-23,7830
8354,3333,2024-11-06,2024-11-06,7844
8355,3334,2025-05-16,2025-05-16,4375
8356,3335,2024-10-17,2024-10-17,6441
8357,3336,2025-05-08,2025-05-08,5720
8358,3336,2025-05-09,2025-05-14,4905
8359,3336,2025-05-10,2025-05-10,8259
8360,3337,2025-03-15,2025-03-20,6420
8361,3337,2025-02-12,2025-02-12,4451
8362,3337,2025-04-15,2025-04-20,5499
8363,3337,2024-10-27,2024-11-01,6991
8364,3338,2023-11-15,2023-11-20,7193
8365,3338,2024-04-02,2024-04-07,4501
8366,3338,2024-01-27,2024-02-06,5816
8367,3339,2024-02-28,2024-03-09,3179
8368,3339,2024-11-14,2024-11-19,9086
8369,3339,2025-01-12,2025-01-12,5517
8370,3339,2024-10-10,2024-10-10,4681
8371,3340,2025-04-07,2025-04-07,8752
8372,3340,2025-01-31,2025-01-31,9152
8373,3340,2025-06-10,2025-06-20,4873
8374,3341,2024-09-13,2024-09-18,5659
8375,3341,2024-09-15,2024-09-25,5053
8376,3342,2025-05-21,2025-05-26,2466
8377,3342,2025-03-09,2025-03-09,5538
8378,3342,2025-05-22,2025-05-22,9502
8379,3343,2024-09-02,2024-09-12,4748
8380,3343,2025-04-25,2025-04-30,8353
8381,3344,2025-04-12,2025-04-17,4150
8382,3344,2025-01-01,2025-01-06,9922
8383,3344,2024-07-18,2024-07-23,5018
8384,3344,2024-08-14,2024-08-14,9424
8385,3345,2024-09-22,2024-09-27,9526
8386,3345,2025-05-28,2025-05-28,3528
8387,3345,2024-05-08,2024-05-08,7449
8388,3345,2025-01-10,2025-01-15,6399
8389,3346,2025-04-19,2025-04-29,5123
8390,3346,2025-02-09,2025-02-09,8793
8391,3346,2025-03-15,2025-03-15,9806
8392,3346,2024-05-04,2024-05-04,4746
8393,3347,2024-03-21,2024-03-21,4447
8394,3347,2024-08-26,2024-08-26,4373
8395,3348,2025-06-06,2025-06-06,7511
8396,3348,2025-03-21,2025-03-26,8142
8397,3348,2025-04-11,2025-04-16,5026
8398,3348,2025-03-24,2025-03-29,2100
8399,3349,2024-08-18,2024-08-23,2764
8400,3349,2024-11-17,2024-11-17,2025
8401,3349,2024-11-12,2024-11-12,7434
8402,3350,2024-07-01,2024-07-01,7322
8403,3350,2024-09-30,2024-09-30,5991
8404,3350,2024-09-28,2024-09-28,4680
8405,3351,2025-03-29,2025-03-29,4578
8406,3351,2024-11-10,2024-11-15,4967
8407,3351,2024-08-27,2024-08-27,5540
8408,3352,2025-01-18,2025-01-18,9781
8409,3352,2023-10-28,2023-10-28,7592
8410,3352,2024-01-29,2024-02-08,9749
8411,3353,2025-05-25,2025-06-04,3543
8412,3353,2024-05-04,2024-05-14,7096
8413,3353,2025-01-17,2025-01-27,7903
8414,3353,2025-03-26,2025-03-31,4729
8415,3354,2025-05-29,2025-06-08,6318
8416,3354,2025-06-22,2025-06-22,6988
8417,3354,2025-06-10,2025-06-10,9661
8418,3355,2025-04-19,2025-04-24,3901
8419,3355,2025-04-03,2025-04-03,5127
8420,3355,2025-06-04,2025-06-14,2306
8421,3356,2025-05-18,2025-05-28,3824
8422,3356,2025-06-10,2025-06-10,9620
8423,3356,2025-05-04,2025-05-14,9215
8424,3357,2025-06-15,2025-06-25,3431
8425,3357,2025-06-01,2025-06-11,4584
8426,3358,2024-03-28,2024-03-28,5272
8427,3358,2024-08-27,2024-08-27,7503
8428,3358,2024-11-28,2024-11-28,4097
8429,3358,2024-08-11,2024-08-11,8245
8430,3359,2025-01-30,2025-01-30,6980
8431,3359,2025-01-10,2025-01-15,6170
8432,3359,2025-03-11,2025-03-16,8376
8433,3359,2024-05-12,2024-05-22,3323
8434,3360,2024-04-18,2024-04-18,3968
8435,3360,2024-05-11,2024-05-21,6759
8436,3361,2024-08-12,2024-08-22,8653
8437,3361,2025-04-11,2025-04-11,7118
8438,3361,2024-07-18,2024-07-28,9663
8439,3362,2024-11-06,2024-11-06,7513
8440,3362,2024-03-28,2024-03-28,7610
8441,3362,2025-01-15,2025-01-15,9621
8442,3363,2025-03-27,2025-04-01,3337
8443,3363,2024-10-04,2024-10-04,2963
8444,3363,2024-09-20,2024-09-20,9361
8445,3364,2025-04-24,2025-05-04,7317
8446,3364,2025-01-14,2025-01-14,2032
8447,3365,2025-02-09,2025-02-14,9234
8448,3365,2025-03-22,2025-04-01,2304
8449,3365,2025-02-20,2025-02-25,6614
8450,3365,2025-05-25,2025-05-25,3360
8451,3366,2025-01-23,2025-01-28,2209
8452,3367,2025-06-11,2025-06-11,5668
8453,3368,2024-09-20,2024-09-25,6719
8454,3368,2025-01-07,2025-01-07,2333
8455,3368,2024-09-01,2024-09-01,2228
8456,3368,2024-11-17,2024-11-27,5506
8457,3369,2025-05-14,2025-05-24,4566
8458,3370,2025-03-15,2025-03-25,8566
8459,3371,2025-06-17,2025-06-17,3009
8460,3372,2023-11-18,2023-11-23,5414
8461,3372,2024-02-04,2024-02-09,7726
8462,3372,2024-04-10,2024-04-15,3656
8463,3372,2025-01-09,2025-01-09,4242
8464,3373,2024-06-20,2024-06-20,6362
8465,3373,2025-04-13,2025-04-23,3553
8466,3373,2024-07-13,2024-07-18,7470
8467,3374,2023-12-09,2023-12-09,3805
8468,3375,2024-07-06,2024-07-16,9826
8469,3375,2024-10-17,2024-10-22,3506
8470,3375,2024-12-27,2024-12-27,7913
8471,3376,2025-06-04,2025-06-04,8957
8472,3377,2024-10-25,2024-10-30,2430
8473,3377,2024-03-16,2024-03-26,5658
8474,3378,2024-09-24,2024-09-24,8275
8475,3378,2024-07-03,2024-07-03,9576
8476,3379,2025-04-30,2025-05-05,5096
8477,3379,2025-03-05,2025-03-15,5902
8478,3380,2025-06-17,2025-06-17,4626
8479,3380,2025-05-23,2025-05-28,2059
8480,3381,2025-03-05,2025-03-05,6824
8481,3381,2025-05-26,2025-05-31,9655
8482,3382,2024-05-13,2024-05-18,2110
8483,3382,2025-03-06,2025-03-11,2198
8484,3382,2025-01-15,2025-01-25,5916
8485,3382,2025-03-08,2025-03-13,2464
8486,3383,2024-05-30,2024-06-04,6600
8487,3384,2025-05-25,2025-05-25,6798
8488,3384,2025-05-30,2025-05-30,8252
8489,3385,2025-05-30,2025-06-09,3200
8490,3385,2024-09-16,2024-09-26,3478
8491,3385,2024-12-17,2024-12-27,4478
8492,3385,2024-12-10,2024-12-15,3760
8493,3386,2025-04-22,2025-04-22,9968
8494,3386,2025-06-06,2025-06-06,9981
8495,3387,2025-04-01,2025-04-01,5920
8496,3387,2025-01-02,2025-01-02,2620
8497,3387,2025-02-09,2025-02-14,3725
8498,3387,2024-11-30,2024-12-10,3551
8499,3388,2024-02-13,2024-02-23,2276
8500,3389,2025-04-26,2025-05-06,9137
8501,3390,2025-01-29,2025-01-29,6996
8502,3390,2025-05-14,2025-05-19,4096
8503,3391,2025-04-25,2025-05-05,8480
8504,3391,2025-05-06,2025-05-06,6765
8505,3391,2025-05-26,2025-05-31,6857
8506,3391,2025-05-21,2025-05-21,8903
